Ticker,Description,Change %,"Change 1W, %","Change 1M, %",3-Month Performance,6-Month Performance,YTD Performance,Yearly Performance,5Y Performance,All Time Performance,Volatility
EURAUD=X,EURO / AUSTRALIAN DOLLAR,-0.34013985389066000,-0.34013985389066000,0.47072337119016100,1.7314906669403300,8.02065550349303,6.698438705279460,6.515639923591220,8.405224787363320,33.64915985135350,0.36828386445808300
EURCAD=X,EURO / CANADIAN DOLLAR,0.03881501515036700,0.03881501515036700,1.0644420691792400,2.2544170063543400,7.551068483930680,7.344435412901960,6.337925068210550,1.337476614769940,-9.336740160659860,0.41877934272301000
EURCHF=X,EURO / SWISS FRANC,0.9759397043192630,0.9759397043192630,1.4464615085914000,0.8103415010611630,0.12349096173909900,0.20563197204257400,-0.052072816926852600,-12.514883167138000,-60.34991568296800,0.1510316953839580
EURGBP=X,EURO / BRITISH POUND,-0.8159055749727860,-0.8159055749727860,0.1156697858952260,2.1841020979186200,3.6736698368588700,4.578077424967380,0.6161142950141210,-4.146317153393800,54.31092886432520,0.3258684046314840
EURJPY=X,EURO / JAPANESE YEN,0.6176742661093000,0.6176742661093000,-0.10346731769697900,4.923927908566960,9.357878728102260,5.604134278006850,7.240380895328670,37.66732086353990,-10.505129406863500,0.3086888020073500
EURNZD=X,EURO / NEW ZEALAND DOLLAR,-0.21600367665832400,-0.21600367665832400,0.8974074322684550,2.7776316758360300,6.838747068053960,5.539262547866340,7.243330461173710,9.432472390851460,15.762443501479700,0.24523356064794100
GBPAUD=X,BRITISH POUND / AUSTRALIAN DOLLAR,0.4634254499027890,0.4634254499027890,0.40911349003029200,-0.411566367492047,4.201162496841050,1.9690277523605100,5.922367508413180,13.07514685475780,17.051041844092400,0.3155371667776740
GBPCAD=X,BRITISH POUND / CANADIAN DOLLAR,0.8690949613249940,0.8690949613249940,0.9761032427407410,0.1697931019517990,3.8350156043523400,2.6111938473849100,5.761300373433520,5.729810819476880,-21.57025144410470,0.17020538477799700
GBPCHF=X,BRITISH POUND / SWISS FRANC,1.8006876715665600,1.8006876715665600,1.3600619397207200,-1.2890859208924700,-3.3549465894637600,-4.1292053044406600,-0.5982819975666200,-8.733631789814960,-68.98292989266960,0.37117742650316800
GBPEUR=X,BRITISH POUND / EURO,0.8520296813618500,0.8520296813618500,-0.07265807456102000,-2.055108096651130,-3.5112336089534900,-4.350057956615340,-0.5278158069210140,4.359530261969280,-26.030221539249600,0.31863447329807000
GBPJPY=X,BRITISH POUND / JAPANESE YEN,1.4290677593729900,1.4290677593729900,-0.21764043588402900,2.702073503849030,5.457220870562990,0.8852660625987890,6.633184723639700,43.596290723916500,-71.74195256518660,0.6109732002634470
GBPNZD=X,BRITISH POUND / NEW ZEALAND DOLLAR,0.6024713803813660,0.6024713803813660,0.7668170842204490,0.6015747891146190,3.0575679142529800,0.9150075542880640,6.632375932249830,14.164277298218500,26.661243267504500,0.31440117234336300
JPYAUD=X,JAPANESE YEN / AUSTRALIAN DOLLAR,-0.9541074324969100,-0.9541074324969100,0.5618521747553910,-3.017563527653220,-1.2180036159482300,1.0414638894296200,-0.6317603139657330,-21.260618932038800,-3.108082882210190,0.520181100086699
JPYCAD=X,JAPANESE YEN / CANADIAN DOLLAR,-0.5668449197861070,-0.5668449197861070,1.1973440731468300,-2.496067121132670,-1.5878056525881300,1.6621104428649500,-0.7790821771611540,-26.389548693586700,-0.9587727708533060,0.6023448424222920
JPYCHF=X,JAPANESE YEN / SWISS FRANC,0.3852504127683030,0.3852504127683030,1.5967322688451600,-3.9494470774091500,-8.310991957104560,-4.917463075586440,-6.7802385008517900,-36.45337359191730,-44.24291828000820,0.29239766081870500
JPYEUR=X,JAPANESE YEN / EURO,-0.6115163213364520,-0.6115163213364520,0.12734249969885700,-4.661641815500570,-8.514150943396230,-5.205278592375370,-6.7099567099567200,-27.35955056179780,-18.508403361344500,0.2852968978259050
JPYGBP=X,JAPANESE YEN / BRITISH POUND,-1.4495592556317400,-1.4495592556317400,0.1991635132443660,-2.688588007736950,-5.200678349349920,-0.9060468780776060,-6.225535880708300,-30.405311938027400,14.70588235294120,0.6161796859471230
JPYNZD=X,JAPANESE YEN / NEW ZEALAND DOLLAR,-0.8372579801151280,-0.8372579801151280,0.9769094138543580,-2.024989228780710,-2.2355975924333600,0.08802816901408090,-0.008794301292755830,-20.517301642782200,-8.821170809943870,0.43095866314864100
NZDAUD=X,NEW ZEALAND DOLLAR / AUSTRALIAN DOLLAR,-0.09191377612430930,-0.09191377612430930,-0.3209606986899620,-0.9266493055555550,1.102867899457420,1.3418870772611700,-0.5868582938646640,-0.9051443455611040,10.513192931493600,0.22452466485586600
NZDCAD=X,NEW ZEALAND DOLLAR / CANADIAN DOLLAR,0.2881667688534600,0.2881667688534600,0.2697235333782850,-0.4140030441400390,0.7825015403573590,1.6505711125197300,-0.787296503869762,-7.3667161254516400,-28.95057148985940,0.3327298527181160
NZDCHF=X,NEW ZEALAND DOLLAR / SWISS FRANC,1.1944567114588000,1.1944567114588000,0.6926135174722820,-1.8559686728804200,-6.138331902941410,-4.968698777573700,-6.758511112402880,-20.05548817968870,-69.23012960694500,0.49347242176275500
NZDEUR=X,NEW ZEALAND DOLLAR / EURO,0.23328759066850100,0.23328759066850100,-0.8359193173002180,-2.7040913415794400,-6.391431709996340,-5.135721839805540,-6.727839903679520,-8.616621983914210,14.58762886597940,0.18409714061886800
NZDGBP=X,NEW ZEALAND DOLLAR / BRITISH POUND,-0.5055043810379630,-0.5055043810379630,-0.6572748889586770,-0.563589006646299,-2.9263480929416900,-0.8840644583706250,-6.151987793506820,-12.341646872525700,37.916536904391200,0.27327340891638900
NZDJPY=X,NEW ZEALAND DOLLAR / JAPANESE YEN,0.8394591681097250,0.8394591681097250,-0.9105353903019040,2.1265969802555200,2.322685750858200,-0.03296953160527100,0.027301580078948100,25.806220848713800,-62.601649444947500,0.44773391812865000
